Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
23108,32500000,"algerian,belgian",New Delhi,Near Party Hub,21-04-2007,58,Not Specific,60,1,1,1,1,1,2,Bar,Greek,2,0,2,3,3,4,8,7,NA,2,NA,NA,5,6,6,7,7
23109,14500000,"swedish,greek",New Delhi,Near Party Hub,15-10-2010,53,Not Specific,62,1,1,1,1,1,2,Bar,Greek,2,0,1,5,3,3,10,10,NA,3,NA,NA,6,6,5,5,8
23110,30500000,"hawaiian,latvian",BHUBANESWAR,Near Party Hub,19-12-2011,85.5,Tier A Celebrity,58.2,0,1,0,1,1,2,Bar,English,2,0,1,5,3,3,5,7,4,NA,NA,NA,6,7,6,2,7
23111,32000000,"british,japanese",Indore,Near Party Hub,11-09-2004,52.5,Not Specific,51.6,1,1,1,1,1,1,Bar,Greek,2,1,5,4,4,5,7,8,4,3,NA,NA,5,7,4,6,9
23112,14000000,"algerian,korean",Hyderabad,Near Party Hub,08-01-2012,88.66,Not Specific,87.5,0,1,1,1,1,2,Bar,90's,3,1,6,4,3,3,9,6,4,NA,2,NA,7,7,3,2,7
23113,17500000,"turkish,nigerian",Chennai,Near Party Hub,15-12-2011,85,Tier A Celebrity,67.8,0,1,1,1,0,2,Bar,Greek,1,0,9,5,5,4,6,10,NA,3,4,NA,9,7,6,0,9
23114,33000000,"algerian,algerian",Hyderabad,Near Party Hub,04-10-2009,74.6,Not Specific,80.8,1,1,1,1,1,2,Bar,Arabian,2,1,1,3,3,4,8,8,3,NA,NA,NA,3,7,5,5,7
23115,9500000,"welsh,thai",Faridabad,Near Party Hub,29-09-2011,72,Not Specific,,0,1,0,0,1,2,Bar,Arabian,2,0,6,3,2,3,9,7,3,NA,3,NA,5,1,3,3,0
23116,30000000,"algerian,belgian",Pune,Near Party Hub,25-11-2011,87,Tier A Celebrity,84,1,1,1,1,1,1,Bar,Greek,3,0,8,5,4,5,10,7,NA,2,NA,NA,7,7,1,6,6
23117,32500000,"tibetan,greek",Mysore,Near Party Hub,21-07-2008,73,Not Specific,61,1,1,1,0,1,2,Bar,Greek,3,1,4,5,4,5,5,6,2,2,NA,NA,5,7,4,3,6
23118,10500000,"british,japanese",Bangalore,Near Party Hub,04-10-2009,66.5,Not Specific,68.77,0,1,1,1,1,2,Caffee,Arabian,3,0,7,4,5,4,7,7,6,NA,3,NA,6,7,6,6,10
23119,40000000,"british,belgian",Bangalore,Near Business Hub,04-11-2006,73,Tier A Celebrity,71.3,1,1,1,1,1,2,Gastro Bar,Arabian,3,1,8,5,6,4,5,9,5,NA,NA,NA,4,9,2,4,8
23120,38000000,"british,japanese",Thane,Near Party Hub,12-08-2010,84.3,Not Specific,86.5,1,1,1,1,0,2,Bar,Greek,2,0,1,5,5,5,7,7,4,2,NA,NA,4,8,6,5,7
23121,18000000,"chinese,salvadorian",Gurgaon,Near Party Hub,21-10-2008,77.6,Tier A Celebrity,77.8,1,1,1,1,1,2,Bar,Arabian,3,0,7,5,6,7,9,9,5,NA,NA,NA,6,9,4,3,7
23122,121000000,"irish,belgian",Bhopal,Near Party Hub,22-10-2005,56.4,Not Specific,72,1,1,1,0,1,2,Bar,Nature,2,0,5,3,3,4,10,10,1,NA,NA,4,7,5,5,4,7
23123,7500000,"tibetan,italian",Trichur,Near Business Hub,13-05-2008,92,Not Specific,86.29,0,1,1,0,1,2,Bar,Greek,3,0,3,4,4,4,7,9,4,4,NA,NA,6,10,3,5,7
23124,33500000,"tibetan,italian",Chennai,Near Party Hub,22-06-2011,92.4,Tier A Celebrity,88.75,1,1,1,0,0,2,Bar,Arabian,4,1,5,5,4,4,5,8,5,NA,3,NA,7,6,7,3,5
23125,18000000,"turkish,nigerian",Gurgaon ,Near Party Hub,18-06-2012,54.6,Not Specific,49.6,1,1,0,1,1,2,Bar,Greek,2,0,7,3,4,6,10,10,NA,3,NA,NA,8,5,2,5,5
23126,18000000,"british,japanese",Mysore,Near Party Hub,03-08-2009,87,Not Specific,71,0,1,1,0,1,2,Bar,90's,2,0,8,5,4,3,5,9,4,NA,4,NA,10,10,7,1,9
23127,34500000,"indian,irish",Bangalore,Near Business Hub,18-08-2011,73.8,Tier A Celebrity,92.9,1,1,1,1,1,2,Bar,Nature,3,1,7,5,5,5,8,7,3,NA,NA,3,8,9,7,2,7
23128,18000000,"indian,irish",New Delhi,Near Party Hub,24-05-2012,67,Not Specific,50,0,1,0,1,1,2,Caffee,Arabian,1,0,4,3,3,3,5,7,2,NA,3,NA,7,7,6,5,8
23129,20000000,"indian,irish",Ambala,Near Party Hub,11-05-2009,65,Tier A Celebrity,69,1,1,1,1,1,2,Bar,Greek,2,0,8,4,5,6,7,7,3,3,NA,NA,2,4,5,6,6
23130,31500000,"chinese,salvadorian",Chennai,Near Party Hub,29-08-2011,73.4,Not Specific,74.4,1,1,1,1,1,2,Bar,Arabian,2,1,9,6,4,4,9,8,3,NA,3,NA,5,3,3,3,0
23131,40500000,"tibetan,greek",Bangalore,Near Business Hub,30-10-2009,68.3,Not Specific,82,1,1,1,1,0,2,Bar,Arabian,3,0,6,6,4,4,8,10,4,NA,NA,NA,10,9,4,4,7
23132,24000000,"tibetan,greek",Mumbai,Near Party Hub,21-07-2010,62,Not Specific,60.2,0,1,1,0,1,2,Bar,90's,2,0,2,5,5,3,6,8,4,NA,3,NA,8,6,7,1,7
23133,21000000,"welsh,thai",-1,Near Business Hub,07-08-2009,70,Tier A Celebrity,70,1,1,1,1,1,2,Bar,Arabian,3,0,5,6,4,5,5,10,4,NA,NA,NA,3,7,3,4,7
23134,55000000,"turkish,sapnish",Hyderabad,Near Business Hub,26-10-2010,92.2,Not Specific,94.3,1,1,1,1,1,1,Bar,Nature,4,1,1,6,4,8,5,9,3,NA,NA,5,10,7,6,3,7
23135,49000000,"japanese,thai",Bangalore,Near Party Hub,25-10-2008,83.2,Not Specific,77.33,1,1,1,0,1,2,Bar,Greek,3,1,5,6,4,4,5,7,3,3,NA,NA,6,7,4,1,5
23136,40000000,"polish,jewish",Pune,Near Business Hub,10-03-2011,78.61,Not Specific,76.33,1,1,0,1,1,2,Bar,90's,2,0,8,4,4,4,5,9,5,NA,NA,NA,4,5,7,2,7
23137,45000000,"british,japanese",Bangalore,Near Party Hub,06-12-2007,85.2,Tier A Celebrity,72.4,0,1,0,0,1,2,Bar,Arabian,2,0,2,6,5,6,7,10,4,NA,NA,NA,2,5,0,5,7
23138,32500000,"welsh,thai",Bangalore,Near Party Hub,27-08-2013,71,Not Specific,75.69,1,1,1,1,1,2,Bar,Arabian,2,1,3,4,4,5,6,9,5,NA,4,NA,10,8,6,3,8
23139,32500000,"tibetan,greek",Chennai,Near Party Hub,29-07-2009,88.4,Tier A Celebrity,74.6,0,1,1,0,1,2,Bar,Arabian,3,0,4,6,5,5,6,8,4,NA,3,NA,6,3,0,3,6
23140,40000000,"algerian,belgian",Gurgaon,Near Party Hub,14-11-2005,70.2,Tier A Celebrity,61.2,1,1,1,1,1,2,Bar,Greek,3,0,6,4,6,6,6,9,4,4,NA,NA,4,8,6,2,6
23141,32500000,"algerian,belgian",Pune,Near Party Hub,10-02-2010,85,Tier A Celebrity,74.4,1,1,1,1,0,1,Bar,Arabian,2,0,10,4,5,6,5,8,5,NA,3,NA,2,6,8,6,6
23142,32500000,"tibetan,greek",Bangalore,Near Party Hub,05-05-2009,90,Not Specific,94.5,1,1,1,1,1,2,Bar,Greek,3,1,4,3,3,4,5,9,3,4,NA,NA,5,5,2,2,4
23143,30000000,"indian,irish",Noida,Near Party Hub,06-05-2008,77.8,Tier A Celebrity,58.8,1,1,0,1,1,2,Bar,90's,3,0,8,4,4,5,7,9,5,NA,NA,NA,4,7,4,4,6
23144,18000000,"indian,irish",Mumbai,Near Party Hub,24-10-2008,73.5,Not Specific,71.85,1,1,1,0,0,2,Bar,Greek,2,0,9,3,4,5,6,10,NA,3,3,NA,9,8,7,3,8
23145,65000000,"tibetan,greek",New Delhi,Near Party Hub,02-11-2007,76.4,Tier A Celebrity,66,1,1,1,1,0,2,Bar,Arabian,4,0,3,4,4,3,9,10,4,NA,NA,NA,8,10,7,3,8
23146,14500000,"tibetan,italian",Bangalore,Near Business Hub,04-10-2011,71,Tier A Celebrity,64,1,1,1,1,0,2,Bar,90's,4,1,10,6,4,3,6,8,3,NA,3,NA,0,0,0,2,0
23147,38000000,"turkish,nigerian",Bangalore,Near Party Hub,03-06-2008,81,Not Specific,86.1,1,1,1,1,1,2,Bar,Greek,5,0,6,4,4,4,6,9,5,4,NA,NA,8,8,5,1,7
23148,30000000,"turkish,sapnish",-1,Near Business Hub,13-11-2010,82,Not Specific,79,0,1,1,1,0,2,Bar,Arabian,3,1,8,4,3,5,9,7,4,NA,3,NA,8,5,7,3,9
23149,8000000,"swedish,greek",Noida,Near Party Hub,27-04-2011,66.66,Not Specific,80.4,0,1,0,1,0,2,Bar,90's,2,0,2,5,5,5,8,9,5,NA,NA,NA,7,7,4,3,6
23150,12000000,"turkish,sapnish",Ambala,Near Party Hub,02-06-2011,73.8,Tier A Celebrity,60.2,1,1,1,0,1,2,Bar,Arabian,1,0,4,5,5,4,7,8,4,NA,3,NA,2,8,5,5,3
23151,18000000,"turkish,sapnish",pune,Near Party Hub,23-03-2010,77,Not Specific,65,1,1,0,1,1,2,Bar,90's,2,0,10,4,3,3,6,8,4,NA,NA,NA,6,3,0,3,0
23152,34000000,"tibetan,greek",Bangalore,Near Business Hub,15-10-2011,84.5,Not Specific,93.8,0,1,1,1,0,2,Bar,Greek,4,0,5,5,5,6,6,9,4,4,NA,NA,8,10,6,0,7
23153,8500000,"british,japanese",Bangalore,Near Business Hub,10-07-2010,72.4,Tier A Celebrity,63.6,1,1,1,1,1,2,Bar,Arabian,2,0,2,2,2,2,7,8,5,NA,3,NA,4,1,0,3,0
23154,18000000,"welsh,thai",Noida,Near Party Hub,22-01-2009,70,Not Specific,62,1,1,1,1,1,2,Bar,90's,2,0,10,3,4,4,10,10,3,NA,4,NA,8,8,4,5,8
23155,13000000,"chinese,salvadorian",New Delhi,Near Party Hub,10-07-2009,72,Not Specific,72,1,1,0,1,0,2,Bar,Greek,2,0,6,4,2,4,9,7,3,3,NA,NA,5,7,4,1,7
23156,45000000,"tibetan,greek",Pune,Near Party Hub,13-09-2008,83,Tier A Celebrity,71.4,1,1,1,0,1,2,Bar,Arabian,2,0,8,4,5,5,10,10,4,NA,NA,NA,9,8,5,4,7
23157,12000000,"turkish,sapnish",Indore,Near Party Hub,05-08-2009,75,Not Specific,73,0,1,1,0,1,2,Bar,90's,2,0,3,3,4,5,5,7,3,NA,NA,NA,6,5,4,5,6
23158,22000000,"polish,jewish",Khopoli,Near Party Hub,12-09-2010,69.53,Not Specific,66.17,1,1,1,1,1,2,Bar,Nature,2,0,6,4,4,5,10,10,1,NA,NA,4,8,4,5,3,8
23159,21500000,"turkish,sapnish",Jabalpur,Near Business Hub,18-12-2010,77.8,Not Specific,73.6,1,1,1,0,1,2,Bar,Arabian,3,0,6,4,3,2,9,7,3,NA,3,NA,8,4,3,2,8
23160,26500000,"welsh,thai",Gurgaon,Near Party Hub,07-02-2011,71.2,Not Specific,72,0,1,1,1,1,2,Bar,90's,3,0,4,4,5,6,5,9,6,NA,6,NA,8,9,3,3,7
23161,41000000,"welsh,thai",bangalore,Near Party Hub,23-07-2011,84.33,Not Specific,93.8,1,1,1,1,1,2,Bar,Arabian,3,0,7,4,4,8,10,9,6,NA,NA,NA,7,5,4,0,5
23162,12000000,"algerian,korean",Mysore,Near Party Hub,25-06-2011,89.12,Not Specific,57.5,0,1,1,1,1,2,Bar,Nature,3,0,3,3,6,5,10,9,NA,NA,NA,4,9,8,3,2,6
23163,31000000,"tibetan,greek",-1,Near Party Hub,16-12-2006,75.71,Not Specific,53.44,1,1,1,1,0,2,Caffee,Arabian,3,0,5,3,5,6,7,9,5,NA,NA,NA,7,7,4,4,7
23164,25500000,"polish,jewish",Mumbai,Near Party Hub,15-10-2010,67,Not Specific,59.4,1,1,1,1,0,2,Bar,Greek,2,0,9,2,3,4,10,8,NA,3,NA,NA,7,4,3,1,3
23165,32500000,"tibetan,greek",Bangalore,Near Party Hub,21-06-2011,71.84,Not Specific,66.83,1,1,1,1,1,2,Bar,Arabian,3,0,5,6,6,5,7,9,6,NA,NA,NA,7,7,3,6,6
23166,23500000,"tibetan,italian",Hyderabad,Near Business Hub,06-03-2012,92,Not Specific,95,1,1,0,0,0,2,Bar,Greek,4,1,2,7,6,6,9,9,4,4,NA,NA,4,6,5,4,6
23167,12000000,"turkish,sapnish",Indore,Near Party Hub,21-03-2010,77,Not Specific,76,0,1,1,1,1,2,Bar,Arabian,2,0,2,5,5,5,8,8,4,NA,NA,NA,4,4,2,3,4
23168,15500000,"algerian,korean",Hyderabad,Near Party Hub,07-03-2009,80,Not Specific,83.1,1,1,1,1,0,2,Bar,Arabian,2,0,6,2,5,4,10,7,5,NA,3,NA,8,8,6,2,6
23169,15000000,"turkish,sapnish",Noida,Near Party Hub,09-11-2010,70.16,Not Specific,66.8,1,1,1,1,1,2,Caffee,Arabian,2,0,5,2,4,5,5,8,4,NA,3,NA,6,4,5,5,6
23170,65000000,"turkish,nigerian",-1,Near Party Hub,01-01-2008,80.4,Tier A Celebrity,80,1,1,1,1,1,2,Bar,Greek,2,0,1,5,6,6,8,9,3,4,NA,NA,4,6,0,2,7
23171,10000000,"chinese,salvadorian",Chennai,Near Party Hub,06-08-2011,79,Not Specific,87,1,1,1,1,1,2,Bar,Greek,3,1,2,4,5,6,6,6,3,1,NA,NA,8,7,6,4,7
23172,18000000,"turkish,sapnish",Chandigarh,Near Business Hub,29-08-2010,82.2,Tier A Celebrity,68.8,0,1,1,0,1,2,Bar,Greek,3,0,6,5,5,3,7,7,3,2,NA,NA,5,9,6,2,9
23173,34000000,"tibetan,italian",Noida,Near Party Hub,20-03-2011,69.66,Tier A Celebrity,69.6,1,1,1,0,1,2,Bar,90's,3,0,5,5,4,5,7,10,4,NA,NA,NA,2,4,1,5,4
23174,25000000,"welsh,thai",New Delhi,Near Party Hub,03-07-2008,80.8,Tier A Celebrity,66.2,0,1,1,1,1,2,Bar,Greek,4,1,4,5,5,4,7,7,4,2,NA,NA,7,7,6,1,6
23175,50000000,"tibetan,greek",New Delhi,Near Business Hub,21-04-2008,95.4,Tier A Celebrity,93.2,1,1,0,1,0,2,Bar,Arabian,3,0,10,5,6,6,9,9,6,NA,NA,NA,,8,5,3,7
23176,40000000,"turkish,nigerian",Bangalore,Near Business Hub,16-01-2008,88,Tier A Celebrity,75.8,0,1,0,1,1,2,Bar,Arabian,3,0,4,5,4,5,5,10,4,NA,NA,NA,4,8,5,2,6
23177,12000000,"polish,jewish",GURGAON,Near Party Hub,27-02-2011,60.83,Not Specific,53.2,1,1,1,1,1,2,Bar,Greek,3,0,5,3,4,5,8,9,NA,5,NA,NA,7,6,1,5,5
23178,56500000,"tibetan,greek",Bangalore,Near Party Hub,27-04-2008,75.4,Not Specific,85.33,1,1,1,1,1,2,Bar,Greek,2,0,1,4,4,3,5,10,NA,3,NA,NA,4,6,6,2,5
23179,32500000,"tibetan,italian",Pune,Near Party Hub,07-12-2011,91.1,Tier A Celebrity,92.4,0,1,1,0,1,1,Bar,Arabian,4,1,8,6,6,6,9,10,5,NA,4,NA,7,3,3,7,6
23180,21500000,"chinese,salvadorian",chennai,Near Business Hub,05-08-2011,83,Not Specific,72.9,1,1,1,1,1,2,Bar,Chinese,2,0,9,3,3,3,10,6,NA,NA,NA,NA,7,6,4,5,6
23181,17500000,"turkish,nigerian",chennai,Near Party Hub,27-08-2010,87.4,Tier A Celebrity,86.6,1,1,1,1,1,2,Bar,Greek,3,1,10,4,4,6,10,9,5,4,NA,NA,6,9,7,1,7
23182,18000000,"welsh,thai",Jaipur,Near Party Hub,19-08-2006,66.67,Not Specific,57.1,0,1,1,1,1,2,Caffee,Arabian,3,1,10,3,5,4,9,9,5,NA,NA,NA,6,6,3,4,5
23183,34500000,"cuban,british",Chennai ,Near Party Hub,14-05-2008,56,Tier A Celebrity,58,1,1,1,1,1,2,Caffee,Arabian,3,0,1,7,5,4,5,9,5,NA,NA,NA,7,7,6,8,5
23184,18000000,"turkish,nigerian",Pune,Near Business Hub,23-10-2008,82.5,Tier A Celebrity,73,1,1,1,0,1,2,Bar,Arabian,1,1,4,5,4,4,10,8,4,NA,NA,NA,8,6,5,6,8
23185,10000000,"british,japanese",Hyderabad,Near Party Hub,12-06-2012,80.8,Not Specific,81.5,0,1,1,1,0,2,Bar,Arabian,3,0,7,5,4,4,5,7,5,NA,3,NA,10,9,5,0,8
23186,33500000,"tibetan,italian",Kolkata,Near Party Hub,05-12-2009,84.2,Tier A Celebrity,80.2,1,1,1,1,1,2,Bar,Arabian,4,1,1,5,5,5,8,10,4,NA,NA,NA,8,10,7,2,8
23187,37000000,"tibetan,greek",Noida,Near Business Hub,13-06-2008,83,Tier A Celebrity,79.5,1,1,0,0,0,2,Bar,Greek,3,0,3,5,5,5,8,9,NA,4,NA,NA,7,6,4,3,4
23188,34000000,"algerian,belgian",Bangalore,Near Business Hub,23-04-2010,94.4,Not Specific,85,0,1,1,1,1,2,Bar,Greek,4,1,2,5,4,7,10,7,NA,3,NA,NA,9,9,6,1,9
23189,12000000,"tibetan,greek",Hyderabad,Near Party Hub,13-06-2005,83.5,Not Specific,87.3,1,1,1,1,1,2,Bar,90's,2,0,3,4,5,6,10,NA,NA,NA,NA,NA,4,5,0,4,5
23190,32500000,"japanese,thai",Bangalore,Near Party Hub,26-10-2008,75.2,Tier A Celebrity,60.2,1,1,1,0,1,2,Bar,90's,2,0,8,5,6,5,6,10,4,NA,NA,NA,4,7,3,2,6
23191,32500000,"tibetan,greek",Mangalore,Near Party Hub,07-02-2009,85,Not Specific,67,1,1,1,1,1,2,Bar,Arabian,3,0,5,3,5,4,9,10,4,NA,NA,NA,5,7,3,5,4
23192,12000000,"algerian,belgian",keral,Near Party Hub,22-03-2007,73,Not Specific,50,0,1,1,1,1,2,Bar,Parsi,2,0,5,3,3,4,9,7,3,2,NA,NA,4,2,0,3,1
23193,32000000,"tibetan,greek",Pune,Near Party Hub,14-10-2011,89.5,Not Specific,73.4,1,1,1,1,1,2,Bar,Arabian,3,1,4,7,5,5,6,8,4,NA,3,NA,7,7,2,0,4
23194,18000000,"tibetan,italian",Gurgaon,Near Party Hub,23-02-2011,72,Tier A Celebrity,65,1,1,1,1,1,2,Bar,Greek,1,0,7,5,5,4,10,7,NA,2,NA,NA,8,6,3,2,9
23195,26000000,"welsh,thai",Mumbai,Near Party Hub,04-09-2011,84.62,Not Specific,65.4,1,1,1,1,1,2,Bar,90's,3,0,6,3,5,4,8,10,4,NA,4,NA,6,5,6,6,6
23196,20000000,"tibetan,greek",-1,Near Business Hub,01-08-2009,89,Not Specific,85,1,1,0,1,1,2,Bar,90's,3,0,8,3,3,4,8,7,4,NA,3,NA,6,7,2,5,6
23197,26500000,"indian,irish",Patna,Near Party Hub,08-08-2009,86.6,Tier A Celebrity,81.5,0,1,1,1,0,2,Bar,Chinese,3,1,5,5,5,4,7,9,3,NA,NA,NA,8,6,2,2,5
23198,20500000,"swedish,greek",Roorkee,Near Party Hub,02-11-2012,90.4,Tier A Celebrity,84.6,0,1,1,1,1,2,Bar,Nature,4,0,7,4,3,5,9,9,NA,NA,NA,5,3,3,0,6,2
23199,24000000,"cuban,british",Pune,Near Party Hub,16-04-2009,68.8,Tier A Celebrity,68.7,1,1,1,1,1,2,Bar,Parsi,2,0,6,5,4,5,6,7,3,2,NA,NA,8,8,6,6,6
23200,31000000,"japanese,thai",Kolkata,Near Party Hub,02-10-2009,81.5,Not Specific,80.2,0,1,1,1,1,2,Bar,Arabian,4,1,4,4,5,4,6,7,3,NA,NA,NA,8,4,4,4,7
23201,41000000,"tibetan,italian",Hyderabad,Near Party Hub,23-07-2009,91.5,Not Specific,98.7,1,1,0,1,1,2,Bar,Greek,3,1,10,4,5,7,6,NA,4,NA,NA,NA,7,1,2,5,5
23202,20500000,"tibetan,italian",Bangalore,Near Business Hub,29-09-2010,64,Tier A Celebrity,60,1,1,1,1,1,2,Bar,Delicio,2,1,1,6,5,3,5,8,3,NA,NA,NA,6,9,8,1,8
23203,20500000,"swedish,greek",Hyderabad,Near Business Hub,03-09-2009,86,Tier A Celebrity,80,1,1,1,1,1,2,Bar,Greek,4,1,9,4,4,4,9,8,NA,3,NA,NA,3,5,3,5,4
23204,21500000,"peruvian,cuban",Gurgaon,Near Business Hub,04-02-2010,81,Tier A Celebrity,74.4,1,1,1,0,1,2,Bar,Greek,3,0,3,5,4,4,7,7,3,2,NA,NA,6,7,4,5,7
23205,46000000,"peruvian,cuban",Chennai,Near Party Hub,28-03-2008,88.5,Local Celebrity,,1,1,1,0,0,2,Bar,90's,4,1,9,4,4,3,9,8,4,NA,NA,NA,7,9,6,3,5
23206,40500000,"british,japanese",Hyderabad,Near Party Hub,27-03-2010,80,Tier A Celebrity,94.5,1,1,1,0,1,2,Bar,Arabian,3,0,7,5,6,6,5,9,5,NA,NA,NA,8,9,5,7,7
23207,48000000,"peruvian,cuban",Hyderabad,Near Business Hub,28-08-2008,89.6,Not Specific,,1,1,1,1,0,2,Bar,Greek,3,0,6,5,5,6,6,7,NA,3,NA,NA,7,8,4,6,8
23208,32500000,"welsh,thai",hyderabad,Near Business Hub,15-05-2011,92.5,Not Specific,95.3,0,1,0,1,1,2,Bar,Arabian,3,1,3,5,5,6,10,10,4,NA,NA,NA,8,9,5,0,7
23209,21000000,"chinese,salvadorian",Mumbai,Near Party Hub,16-04-2012,91.53,Not Specific,,1,1,0,1,1,1,Bar,Nature,2,1,9,5,6,8,10,8,NA,NA,3,4,8,9,4,0,8
23210,24000000,"british,japanese",Hyderabad,Near Party Hub,09-08-2010,87.33,Not Specific,93.7,1,1,1,1,1,2,Bar,Greek,3,0,7,4,5,5,5,7,6,2,NA,NA,10,10,9,0,6
23211,45000000,"welsh,thai",-1,Near Party Hub,28-01-2010,86,Tier A Celebrity,73,0,1,1,0,1,1,Bar,90's,2,0,9,7,6,8,6,9,6,NA,NA,NA,5,9,3,4,7
23212,25000000,"tibetan,greek",Chennai,Near Party Hub,19-12-2011,77.6,Not Specific,68.5,1,1,1,1,1,2,Bar,Arabian,3,0,5,4,3,4,9,9,3,NA,5,NA,,10,5,2,7
23213,14500000,"turkish,nigerian",lucknow,Near Business Hub,28-12-2007,54.6,Not Specific,61.4,1,1,1,1,1,2,Bar,Belise,3,0,8,4,4,3,8,NA,NA,NA,NA,NA,6,7,5,2,7
23214,52000000,"british,japanese",Greater NOIDA,Near Party Hub,06-08-2010,79.2,Tier A Celebrity,73,1,1,1,1,1,2,Bar,Greek,2,0,2,5,6,6,10,9,NA,4,NA,NA,7,8,0,4,7
23215,40000000,"algerian,algerian",hyderabad,Near Business Hub,28-05-2010,89,Not Specific,97,1,1,0,1,1,2,Bar,Arabian,3,1,4,3,4,5,7,9,5,NA,NA,NA,10,10,8,1,7
23216,14500000,"british,japanese",Gurgaon,Near Business Hub,21-03-2009,82.2,Tier A Celebrity,72.3,1,1,1,0,1,2,Bar,Ambiance,2,0,3,5,5,4,5,NA,NA,NA,NA,NA,4,6,2,4,7
23217,42000000,"tibetan,greek",Bangalore,Near Party Hub,28-12-2004,57,Not Specific,51,1,1,1,1,1,2,Bar,Arabian,2,0,9,3,5,3,8,10,4,NA,NA,NA,6,7,5,1,3
23218,15000000,"peruvian,cuban",Hyderabad,Near Party Hub,11-08-2011,,Not Specific,92,1,1,1,1,0,2,Bar,Nature,2,0,10,3,4,5,8,10,NA,NA,NA,4,6,7,5,7,6
23219,32500000,"tibetan,greek",Pune,Near Business Hub,25-08-2010,83,Tier A Celebrity,73,1,1,0,1,0,2,Bar,Greek,2,0,1,5,6,5,7,7,4,2,NA,NA,6,8,7,0,8
23220,20000000,"peruvian,cuban",Nasikcity,Near Party Hub,20-02-2010,77,Not Specific,75,1,1,1,1,1,2,Bar,Nature,2,1,5,4,4,3,9,6,NA,NA,NA,2,9,9,7,5,7
23221,30000000,"chinese,salvadorian",Bangalore,Near Party Hub,07-07-2009,65,Not Specific,65.4,1,1,1,0,0,1,Bar,Arabian,2,0,10,4,6,7,10,10,5,NA,4,NA,6,5,1,7,3
23222,20000000,"turkish,sapnish",Indore,Near Party Hub,03-02-2011,61.57,Not Specific,54.33,1,1,0,0,1,2,Bar,90's,3,0,1,3,4,4,5,7,4,NA,3,NA,7,7,5,4,9
23223,10000000,"welsh,thai",Trivandrum,Near Party Hub,03-03-2008,75,Tier A Celebrity,74,1,1,1,1,1,2,Bar,Chinese,1,0,4,7,5,4,10,NA,4,NA,4,NA,6,7,6,4,5
23224,47500000,"hawaiian,latvian",-1,Near Party Hub,05-06-2008,86.8,Not Specific,85.5,1,1,1,1,0,2,Bar,Parsi,2,1,9,4,5,5,10,9,3,4,NA,NA,6,8,5,3,8
23225,10000000,"cuban,british",Faridabad,Near Party Hub,10-08-2012,70,Tier A Celebrity,58,1,1,1,0,1,2,Bar,90's,3,0,2,4,4,3,5,7,4,NA,3,NA,6,7,6,2,7
23226,20000000,"tibetan,greek",Patna,Near Party Hub,21-03-2009,73,Not Specific,60.2,1,1,1,1,1,2,Bar,Greek,3,0,2,4,4,4,10,10,NA,3,NA,NA,9,4,6,0,8
23227,4000000,"polish,jewish",Bangalore,Near Party Hub,27-03-2010,64,Tier A Celebrity,63.33,1,1,1,0,1,2,Gastro Bar,Greek,3,1,6,4,5,5,5,NA,NA,NA,NA,NA,10,7,9,0,6
23228,41500000,"polish,jewish",Hyderabad,Near Party Hub,24-04-2009,78.2,Tier A Celebrity,80.6,1,1,0,1,1,2,Bar,Arabian,3,0,6,4,4,7,7,10,4,NA,NA,NA,4,4,3,6,3
23229,35000000,"indian,irish",Hyderabad ,Near Party Hub,16-06-2011,88.2,Tier A Celebrity,91,1,1,1,1,1,1,Bar,Arabian,3,1,5,7,5,6,6,8,5,NA,3,NA,6,5,4,4,1
23230,38000000,"tibetan,greek",-1,Near Party Hub,05-04-2009,80.63,Not Specific,72.4,1,1,1,1,1,2,Bar,Arabian,3,0,9,3,4,5,10,7,3,NA,NA,NA,6,9,8,7,6
23231,22000000,"british,japanese",-1,Near Party Hub,15-11-2010,56,Tier A Celebrity,63,1,1,1,1,1,2,Bar,Parsi,2,0,7,4,4,4,5,7,2,NA,NA,NA,7,5,5,1,4
23232,27000000,"british,belgian",Gurgaon,Near Business Hub,09-11-2005,80,Not Specific,57,0,0,1,1,1,2,Caffee,Arabian,3,1,10,5,4,4,8,10,4,NA,NA,NA,8,8,5,4,5
23233,46000000,"tibetan,greek",Bangalore,Near Party Hub,03-04-2004,72.6,Tier A Celebrity,51,1,1,1,1,1,2,Caffee,Arabian,3,0,10,5,5,4,10,9,5,NA,NA,NA,8,8,8,2,9
23234,38000000,"japanese,thai",Chennai,Near Business Hub,10-03-2009,87.73,Not Specific,85.42,1,1,1,1,1,2,Bar,Arabian,2,1,10,6,4,4,6,7,3,NA,NA,NA,5,5,3,7,6
